"","firm","employee","Executive Investor","Executive Non-Investor","Non-Executive Investor","Non-Executive Non-Investor","Female","Male","White","Black","Asian/Indian","Latino/a","Other Non-White","White & Female","White & Male","Black & Female","Black & Male","Asian/Indian & Female","Asian/Indian & Male","Latina","Latino","Other Non-White & Female","Other Non-White & Male","Size of Most Recent Fund ($MM)","Size of Most Recent Fund ($MM) Grouping","VC Firm","Angel Group","Family Office","Other","Industry Focus - Tech","Industry Focus - Consumer","Industry Focus - General","Industry Focus - Other","Main Focus Midwest?","First Time Fund?","gender"
"148","Firm 25","Employee 2",1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"80.55","$15.1-$99",1,0,0,0,1,0,0,0,0,0,"Male"
"149","Firm 25","Employee 3",1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"80.55","$15.1-$99",1,0,0,0,1,0,0,0,0,0,"Male"
"150","Firm 26","Employee 1",1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"80.55","$15.1-$99",1,0,0,0,1,0,0,0,0,0,"Male"
"151","Firm 26","Employee 2",1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"80.55","$15.1-$99",1,0,0,0,1,0,0,0,0,0,"Male"
"152","Firm 26","Employee 3",0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"80.55","$15.1-$99",1,0,0,0,1,0,0,0,0,0,"Male"
"153","Firm 27","Employee 1",0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,"80.55","$15.1-$99",1,0,0,0,1,0,0,0,0,0,"Male"
"154","Firm 27","Employee 2",0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"80.55","$15.1-$99",1,0,0,0,1,0,0,0,0,0,"Male"
"155","Firm 27","Employee 3",1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"N/A","N/A",0,0,1,0,0,0,1,0,0,0,"Male"
"156","Firm 27","Employee 4",1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"N/A","N/A",0,0,1,0,0,0,1,0,0,0,"Male"
"157","Firm 27","Employee 5",1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"N/A","N/A",0,0,1,0,0,0,1,0,0,0,"Male"
"158","Firm 27","Employee 6",1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"N/A","N/A",0,0,1,0,0,0,1,0,0,0,"Male"
"159","Firm 27","Employee 7",1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"N/A","N/A",0,0,1,0,0,0,1,0,0,0,"Male"
"160","Firm 28","Employee 1",1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"N/A","N/A",0,0,1,0,0,0,1,0,0,0,"Male"
"161","Firm 28","Employee 2",0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,"N/A","N/A",0,0,1,0,0,0,1,0,0,0,"Female"
"162","Firm 28","Employee 3",0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,"N/A","N/A",0,0,1,0,0,0,1,0,0,0,"Male"
"163","Firm 28","Employee 4",0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"N/A","N/A",0,0,1,0,0,0,1,0,0,0,"Female"
"164","Firm 28","Employee 5",0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"N/A","N/A",0,0,1,0,0,0,1,0,0,0,"Male"
"165","Firm 28","Employee 6",0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"N/A","N/A",0,0,1,0,0,0,1,0,0,0,"Female"
"166","Firm 28","Employee 7",0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,"N/A","N/A",0,0,1,0,0,0,1,0,0,0,"Female"
"167","Firm 28","Employee 8",0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"N/A","N/A",0,0,1,0,0,0,1,0,0,0,"Male"
"168","Firm 28","Employee 9",0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"N/A","N/A",0,0,1,0,0,0,1,0,0,0,"Male"
"169","Firm 29","Employee 1",1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"5","$5-$15",1,0,0,0,0,0,1,0,0,0,"Male"
"170","Firm 29","Employee 2",0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,"5","$5-$15",1,0,0,0,0,0,1,0,0,0,"Male"
"171","Firm 30","Employee 1",1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"9.82","$5-$15",1,0,0,0,1,0,0,0,0,1,"Male"
"172","Firm 30","Employee 2",1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"9.82","$5-$15",1,0,0,0,1,0,0,0,0,1,"Male"
"173","Firm 30","Employee 3",1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"9.82","$5-$15",1,0,0,0,1,0,0,0,0,1,"Male"
"174","Firm 30","Employee 4",0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"9.82","$5-$15",1,0,0,0,1,0,0,0,0,1,"Male"
"175","Firm 30","Employee 5",1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,"180","$100+",1,0,0,0,0,1,0,0,0,0,"Male"
"176","Firm 30","Employee 6",1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"180","$100+",1,0,0,0,0,1,0,0,0,0,"Male"
"177","Firm 30","Employee 7",1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"180","$100+",1,0,0,0,0,1,0,0,0,0,"Male"
"178","Firm 30","Employee 8",1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,"180","$100+",1,0,0,0,0,1,0,0,0,0,"Male"
"179","Firm 30","Employee 9",0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"180","$100+",1,0,0,0,0,1,0,0,0,0,"Female"
"180","Firm 30","Employee 10",0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"180","$100+",1,0,0,0,0,1,0,0,0,0,"Female"
"181","Firm 31","Employee 1",0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,"180","$100+",1,0,0,0,0,1,0,0,0,0,"Male"
"182","Firm 31","Employee 2",0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"180","$100+",1,0,0,0,0,1,0,0,0,0,"Male"
"183","Firm 31","Employee 3",0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"180","$100+",1,0,0,0,0,1,0,0,0,0,"Female"
"184","Firm 31","Employee 4",0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"180","$100+",1,0,0,0,0,1,0,0,0,0,"Female"
"185","Firm 31","Employee 5",1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"5","$5-$15",1,0,0,0,1,0,0,0,1,1,"Male"
"186","Firm 31","Employee 6",1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"115","$100+",1,0,0,0,1,0,0,1,0,0,"Male"
"187","Firm 31","Employee 7",0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,"115","$100+",1,0,0,0,1,0,0,1,0,0,"Male"
"188","Firm 31","Employee 8",0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,"115","$100+",1,0,0,0,1,0,0,1,0,0,"Female"
"189","Firm 31","Employee 9",1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"115","$100+",1,0,0,0,1,0,0,1,0,0,"Male"
"190","Firm 31","Employee 10",1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"115","$100+",1,0,0,0,1,0,0,1,0,0,"Male"
"191","Firm 31","Employee 11",0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"115","$100+",1,0,0,0,1,0,0,1,0,0,"Female"
"192","Firm 31","Employee 12",1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,"115","$100+",1,0,0,0,1,0,0,1,0,0,"Female"
"193","Firm 31","Employee 13",0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"115","$100+",1,0,0,0,1,0,0,1,0,0,"Male"
"194","Firm 31","Employee 14",1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"115","$100+",1,0,0,0,1,0,0,1,0,0,"Male"
"195","Firm 32","Employee 1",0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"115","$100+",1,0,0,0,1,0,0,1,0,0,"Female"
"196","Firm 32","Employee 2",0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"115","$100+",1,0,0,0,1,0,0,1,0,0,"Male"
"197","Firm 32","Employee 3",0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,"115","$100+",1,0,0,0,1,0,0,1,0,0,"Male"
"198","Firm 32","Employee 4",1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"115","$100+",1,0,0,0,1,0,0,1,0,0,"Male"
"199","Firm 33","Employee 1",1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,"115","$100+",1,0,0,0,1,0,0,1,0,0,"Female"
"200","Firm 33","Employee 2",0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"115","$100+",1,0,0,0,1,0,0,1,0,0,"Female"
"201","Firm 33","Employee 3",1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"115","$100+",1,0,0,0,1,0,0,1,0,0,"Male"
"202","Firm 34","Employee 1",1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"115","$100+",1,0,0,0,1,0,0,1,0,0,"Male"
"203","Firm 35","Employee 1",0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"115","$100+",1,0,0,0,1,0,0,1,0,0,"Male"
"204","Firm 35","Employee 2",0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"115","$100+",1,0,0,0,1,0,0,1,0,0,"Female"
"205","Firm 35","Employee 3",1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"115","$100+",1,0,0,0,1,0,0,1,0,0,"Male"
"206","Firm 36","Employee 1",1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"115","$100+",1,0,0,0,1,0,0,1,0,0,"Male"
"207","Firm 36","Employee 2",0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"115","$100+",1,0,0,0,1,0,0,1,0,0,"Male"
"208","Firm 37","Employee 1",0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"115","$100+",1,0,0,0,1,0,0,1,0,0,"Female"
"209","Firm 37","Employee 2",0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"115","$100+",1,0,0,0,1,0,0,1,0,0,"Female"
"210","Firm 38","Employee 1",0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"115","$100+",1,0,0,0,1,0,0,1,0,0,"Female"
"211","Firm 39","Employee 1",1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"115","$100+",1,0,0,0,1,0,0,1,0,0,"Male"
"212","Firm 39","Employee 2",1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"115","$100+",1,0,0,0,1,0,0,1,0,0,"Male"
"213","Firm 39","Employee 3",0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"115","$100+",1,0,0,0,1,0,0,1,0,0,"Male"
"214","Firm 40","Employee 1",1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,"7.7","$5-$15",1,0,0,0,0,0,1,0,0,0,"Male"
"215","Firm 40","Employee 2",1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"7.7","$5-$15",1,0,0,0,0,0,1,0,0,0,"Male"
"216","Firm 40","Employee 3",1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"N/A","N/A",0,0,0,1,0,1,0,0,1,1,"Male"
"217","Firm 40","Employee 4",1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"N/A","N/A",0,0,0,1,0,1,0,0,1,1,"Male"
"218","Firm 41","Employee 1",0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"N/A","N/A",0,0,0,1,0,1,0,0,1,1,"Female"
"219","Firm 41","Employee 2",1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"N/A","N/A",0,0,1,0,1,0,0,0,1,0,"Male"
"220","Firm 41","Employee 3",0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"N/A","N/A",0,0,1,0,1,0,0,0,1,0,"Male"
"221","Firm 41","Employee 4",0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"N/A","N/A",0,0,1,0,1,0,0,0,1,0,"Male"
"222","Firm 41","Employee 5",1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"N/A","N/A",0,1,0,0,0,0,1,0,0,0,"Female"
"223","Firm 42","Employee 1",0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"N/A","N/A",0,1,0,0,0,0,1,0,0,0,"Female"
"224","Firm 42","Employee 2",1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"N/A","N/A",0,1,0,0,0,0,1,0,1,0,"Male"
"225","Firm 42","Employee 3",0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"N/A","N/A",0,0,0,1,1,0,0,0,0,0,"Male"
"226","Firm 42","Employee 4",1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"N/A","N/A",0,0,0,1,1,0,0,0,0,0,"Female"
"227","Firm 42","Employee 5",1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"22.5","$15.1-$99",1,0,0,0,0,0,0,1,0,1,"Female"
"228","Firm 42","Employee 6",0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,"22.5","$15.1-$99",1,0,0,0,0,0,0,1,0,1,"Male"
"229","Firm 42","Employee 7",0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"22.5","$15.1-$99",1,0,0,0,0,0,0,1,0,1,"Male"
"230","Firm 42","Employee 8",0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,"22.5","$15.1-$99",1,0,0,0,0,0,0,1,0,1,"Female"
"231","Firm 43","Employee 1",1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"22.5","$15.1-$99",1,0,0,0,0,0,0,1,0,1,"Male"
"232","Firm 43","Employee 2",1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"N/A","N/A",1,0,0,0,0,0,0,1,0,0,"Male"
"233","Firm 44","Employee 1",1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"N/A","N/A",1,0,0,0,0,0,0,1,0,0,"Male"
"234","Firm 44","Employee 2",1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"N/A","N/A",1,0,0,0,1,0,0,0,0,0,"Male"
"235","Firm 45","Employee 1",0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,"N/A","N/A",1,0,0,0,1,0,0,0,0,0,"Female"
"236","Firm 45","Employee 2",1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"N/A","N/A",0,1,0,0,1,0,0,0,0,0,"Male"
"237","Firm 45","Employee 3",0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"N/A","N/A",0,1,0,0,1,0,0,0,0,0,"Male"
"238","Firm 46","Employee 1",1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"N/A","N/A",0,1,0,0,0,0,1,0,1,0,"Male"
"239","Firm 46","Employee 2",0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"N/A","N/A",0,1,0,0,0,0,1,0,1,0,"Male"
"240","Firm 47","Employee 1",0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"N/A","N/A",0,1,0,0,0,0,1,0,1,0,"Female"
"241","Firm 47","Employee 2",1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"15.2","$15.1-$99",1,0,0,0,1,0,0,1,1,0,"Female"
"242","Firm 48","Employee 1",0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"15.2","$15.1-$99",1,0,0,0,1,0,0,1,1,0,"Male"
"243","Firm 48","Employee 2",0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"15.2","$15.1-$99",1,0,0,0,1,0,0,1,1,0,"Male"
"244","Firm 49","Employee 1",0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"15.2","$15.1-$99",1,0,0,0,1,0,0,1,1,0,"Male"
"245","Firm 49","Employee 2",0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"15.2","$15.1-$99",1,0,0,0,1,0,0,1,1,0,"Male"
"246","Firm 49","Employee 3",1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"11","$5-$15",1,0,0,0,0,0,0,1,0,1,"Male"
"247","Firm 49","Employee 4",1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"11","$5-$15",1,0,0,0,0,0,0,1,0,1,"Male"
"248","Firm 50","Employee 1",1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"11","$5-$15",1,0,0,0,0,0,0,1,0,1,"Male"
"249","Firm 51","Employee 1",1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"11","$5-$15",1,0,0,0,0,0,0,1,0,1,"Male"
"250","Firm 51","Employee 2",1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"150","$100+",1,0,0,0,1,0,0,0,0,0,"Male"
"251","Firm 51","Employee 3",1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"150","$100+",1,0,0,0,1,0,0,0,0,0,"Female"
"252","Firm 52","Employee 1",1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"150","$100+",1,0,0,0,1,0,0,0,0,0,"Male"
"253","Firm 52","Employee 2",1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"150","$100+",1,0,0,0,1,0,0,0,0,0,"Male"
"254","Firm 52","Employee 3",0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,"150","$100+",1,0,0,0,1,0,0,0,0,0,"Male"
"255","Firm 52","Employee 4",0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"150","$100+",1,0,0,0,1,0,0,0,0,0,"Female"
"256","Firm 52","Employee 5",0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"150","$100+",1,0,0,0,1,0,0,0,0,0,"Male"
"257","Firm 52","Employee 6",0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,"150","$100+",1,0,0,0,1,0,0,0,0,0,"Female"
"258","Firm 52","Employee 7",0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"150","$100+",1,0,0,0,1,0,0,0,0,0,"Female"
"259","Firm 53","Employee 1",1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"N/A","N/A",1,0,0,0,1,0,0,0,0,1,"Female"
"260","Firm 53","Employee 2",1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"N/A","N/A",1,0,0,0,1,0,0,0,0,1,"Female"
"261","Firm 53","Employee 3",1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"N/A","N/A",1,0,0,0,1,0,0,0,0,0,"Male"
"262","Firm 53","Employee 4",0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"N/A","N/A",1,0,0,0,1,0,0,0,0,0,"Male"
"263","Firm 53","Employee 5",0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"N/A","N/A",1,0,0,0,1,0,0,0,0,0,"Male"
"264","Firm 53","Employee 6",1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"N/A","N/A",1,0,0,0,1,0,0,0,0,0,"Male"
"265","Firm 53","Employee 7",1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"N/A","N/A",1,0,0,0,1,0,0,0,0,0,"Male"
"266","Firm 53","Employee 8",1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"N/A","N/A",1,0,0,0,1,0,0,0,0,0,"Male"
"267","Firm 54","Employee 1",0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,"N/A","N/A",1,0,0,0,1,0,0,0,0,0,"Male"
"268","Firm 55","Employee 1",0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"N/A","N/A",1,0,0,0,1,0,0,0,0,0,"Male"
"269","Firm 55","Employee 2",1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"15.9","$15.1-$99",1,0,0,0,0,1,0,0,0,0,"Male"
"270","Firm 55","Employee 3",1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"15.9","$15.1-$99",1,0,0,0,0,1,0,0,0,0,"Male"
"271","Firm 56","Employee 1",1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,"15.9","$15.1-$99",1,0,0,0,0,1,0,0,0,0,"Male"
"272","Firm 56","Employee 2",0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"15.9","$15.1-$99",1,0,0,0,0,1,0,0,0,0,"Female"
"273","Firm 56","Employee 3",1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"N/A","N/A",1,0,0,0,1,0,0,0,1,1,"Male"
"274","Firm 57","Employee 1",1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"N/A","N/A",1,0,0,0,1,0,0,0,1,1,"Male"
"275","Firm 57","Employee 2",1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,"N/A","N/A",1,0,0,0,1,0,0,0,1,1,"Male"
"276","Firm 57","Employee 3",1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"N/A","N/A",1,0,0,0,1,0,0,0,1,1,"Male"
"277","Firm 57","Employee 4",0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"N/A","N/A",1,0,0,0,1,0,0,0,1,1,"Male"
"278","Firm 57","Employee 5",0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"N/A","N/A",1,0,0,0,1,0,0,0,1,1,"Male"
"279","Firm 57","Employee 6",0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"N/A","N/A",1,0,0,0,1,0,0,0,1,1,"Male"
"280","Firm 57","Employee 7",0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"N/A","N/A",1,0,0,0,1,0,0,0,1,1,"Female"
"281","Firm 57","Employee 8",1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"N/A","N/A",1,0,0,0,1,0,0,0,0,0,"Male"
"282","Firm 57","Employee 9",1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"N/A","N/A",1,0,0,0,1,0,0,0,0,0,"Male"
"283","Firm 57","Employee 10",1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"N/A","N/A",1,0,0,0,1,0,0,0,0,0,"Female"
"284","Firm 57","Employee 11",1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"N/A","N/A",1,0,0,0,1,0,0,0,0,0,"Male"
"285","Firm 57","Employee 12",1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"42.7","$15.1-$99",1,0,0,0,1,0,0,0,0,1,"Female"
"286","Firm 57","Employee 13",1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"42.7","$15.1-$99",1,0,0,0,1,0,0,0,0,1,"Female"
"287","Firm 57","Employee 14",0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"42.7","$15.1-$99",1,0,0,0,1,0,0,0,0,1,"Female"
"288","Firm 58","Employee 1",1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"N/A","N/A",1,0,0,0,1,0,0,0,1,1,"Male"
"289","Firm 58","Employee 2",1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"N/A","N/A",1,0,0,0,1,0,0,0,1,0,"Male"
"290","Firm 59","Employee 1",0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"N/A","N/A",1,0,0,0,1,0,0,0,1,0,"Male"
"291","Firm 59","Employee 2",0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"N/A","N/A",1,0,0,0,1,0,0,0,1,0,"Male"
"292","Firm 60","Employee 1",1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"N/A","N/A",1,0,0,0,1,0,0,0,0,0,"Male"
"293","Firm 61","Employee 1",1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"N/A","N/A",1,0,0,0,1,0,0,0,0,0,"Male"
"294","Firm 61","Employee 2",0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"N/A","N/A",1,0,0,0,1,0,0,0,0,0,"Male"
"295","Firm 62","Employee 1",0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"N/A","N/A",1,0,0,0,1,0,0,0,0,0,"Male"
"296","Firm 62","Employee 2",0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"N/A","N/A",1,0,0,0,1,0,0,0,0,0,"Female"
"297","Firm 62","Employee 3",1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"100","$100+",1,0,0,0,0,0,0,1,0,1,"Male"
